customer_age,customer_tenure_months,payment_amount,previous_payment_success_rate,previous_failed_payments,days_since_last_payment,payment_method,failure_reason,subscription_age_months,customer_lifetime_value,previous_recovery_count,recovered
31,42,1756.39,0.46,0,26,upi,insufficient_funds,4,1721.11,1,0
62,16,949.01,0.9,1,69,upi,bank_error,5,7659.2,1,0
61,25,3062.13,0.86,2,26,netbanking,bank_error,35,3685.23,2,0
41,15,2009.93,0.89,2,65,card,expired_card,26,2143.19,0,0
58,24,1953.63,0.58,0,12,card,insufficient_funds,9,9456.39,2,1
18,15,1194.11,0.82,4,36,card,insufficient_funds,5,23664.79,1,0
68,31,427.14,0.53,1,24,upi,network_error,25,2017.97,1,1
60,14,1149.81,0.41,0,42,netbanking,expired_card,45,4270.69,1,0
39,54,1410.39,0.92,1,55,upi,network_error,18,1496.07,3,0
40,14,4550.37,0.71,4,55,upi,insufficient_funds,38,6376.08,1,0
36,6,1321.11,0.99,1,89,card,card_declined,30,2916.22,1,0
35,14,527.28,0.63,0,8,upi,insufficient_funds,32,7098.77,0,0
29,17,1520.97,0.97,1,76,netbanking,bank_error,35,15292.41,1,1
45,18,2644.57,0.77,6,61,netbanking,network_error,20,9814.24,1,0
45,20,3626.4,0.71,1,27,wallet,card_declined,31,11829.85,2,1
50,51,1017.57,0.58,0,76,upi,bank_error,20,4755.11,1,0
36,17,953.64,0.9,1,63,card,bank_error,27,9426.15,0,0
45,16,408.32,0.9,3,32,netbanking,card_declined,17,844.86,0,0
69,40,718.85,0.65,1,60,wallet,network_error,15,8343.87,1,1
66,39,1484.7,0.84,0,35,wallet,card_declined,12,11689.97,0,1
54,52,377.4,0.67,2,16,upi,card_declined,11,3290.17,2,1
43,32,4597.59,0.84,0,36,card,card_declined,42,4172.75,1,0
52,44,854.34,1.0,3,56,card,bank_error,8,7107.92,0,1
51,9,1193.03,0.56,1,30,upi,network_error,3,1135.14,2,1
52,27,1393.4,0.78,1,32,card,card_declined,33,2207.88,0,0
57,46,2417.29,0.63,2,79,wallet,network_error,25,776.91,0,0
33,52,1321.73,0.73,0,21,card,bank_error,38,7185.73,1,1
55,33,519.22,0.92,3,56,card,expired_card,41,12902.59,0,0
30,10,1473.3,0.61,3,40,card,card_declined,17,3725.01,2,0
40,17,2413.74,0.44,0,54,card,bank_error,32,7075.18,2,0
39,49,586.23,0.88,4,30,upi,insufficient_funds,22,6951.09,0,0
33,49,1919.89,0.73,3,89,upi,card_declined,43,7978.94,2,0
45,36,1310.25,0.67,4,20,card,bank_error,3,15069.81,0,0
65,17,1172.16,0.51,2,74,upi,network_error,24,7715.82,1,0
52,18,700.65,0.46,1,1,card,expired_card,20,1480.04,0,1
62,52,938.64,0.57,2,74,card,insufficient_funds,15,8577.31,0,0
63,23,1490.7,0.83,2,18,upi,network_error,45,20736.12,0,0
25,34,814.91,0.65,2,57,upi,bank_error,45,1795.87,2,0
61,8,552.53,0.74,2,59,wallet,insufficient_funds,41,2749.28,2,0
39,13,536.95,0.45,3,13,card,card_declined,6,1823.86,1,0
38,23,1334.94,0.47,0,32,card,card_declined,42,2820.86,1,0
43,57,1544.55,0.41,1,86,wallet,card_declined,2,48401.35,0,0
57,54,1045.88,0.8,1,70,card,network_error,33,4061.6,0,0
38,20,3907.24,0.56,1,33,upi,insufficient_funds,14,1520.85,1,0
42,22,333.46,0.98,1,65,netbanking,card_declined,8,1513.01,1,0
58,47,1430.52,0.59,0,3,upi,card_declined,18,1500.61,1,0
18,52,302.32,0.62,1,5,card,network_error,9,7360.27,1,1
23,23,1019.77,0.68,2,12,upi,insufficient_funds,47,8204.49,0,0
40,41,1306.4,0.59,5,33,upi,network_error,10,2077.94,0,0
68,35,969.17,0.89,1,27,netbanking,expired_card,27,4971.68,1,1
40,3,279.64,0.93,3,13,card,network_error,38,9064.71,1,0
60,34,1025.99,0.41,1,75,upi,bank_error,40,13452.35,0,1
60,33,1098.88,0.79,1,75,wallet,bank_error,10,2880.86,1,0
40,46,2055.42,0.81,2,36,card,bank_error,19,14390.5,1,1
49,17,403.87,0.98,1,58,card,bank_error,43,5680.41,1,1
47,45,3006.93,0.62,0,64,card,insufficient_funds,28,2271.07,1,0
30,19,188.2,0.52,2,50,upi,network_error,13,15173.64,0,0
60,30,442.66,0.71,1,51,netbanking,insufficient_funds,25,4247.19,1,1
35,23,1240.53,0.67,2,4,card,bank_error,25,3615.22,0,0
40,15,1363.02,0.88,0,44,card,bank_error,10,4366.47,3,0
32,59,3160.13,0.94,3,18,netbanking,insufficient_funds,31,13542.42,0,1
50,57,1255.49,0.45,2,18,card,network_error,47,7666.33,0,0
38,14,1021.39,0.91,1,6,card,bank_error,5,10124.06,0,1
56,2,1496.83,0.95,2,59,upi,network_error,14,3131.55,2,1
40,39,212.96,0.95,0,63,card,card_declined,15,1136.71,0,0
44,49,541.66,0.86,1,43,netbanking,insufficient_funds,28,9551.88,2,1
62,18,481.67,0.85,0,69,upi,expired_card,9,6478.37,0,1
61,6,2135.29,0.41,2,75,card,insufficient_funds,42,2191.36,0,0
35,59,2724.4,0.95,3,69,card,network_error,8,4016.05,1,1
41,32,4045.97,0.61,0,9,upi,bank_error,44,11630.07,0,0
68,21,1633.84,0.42,2,23,netbanking,card_declined,13,3006.49,2,0
64,40,2047.57,0.65,1,11,upi,expired_card,7,2302.69,0,0
57,28,1171.17,0.84,3,61,card,expired_card,4,5680.07,0,0
68,27,773.16,0.67,0,79,upi,insufficient_funds,21,3110.16,0,0
59,2,515.06,0.85,2,89,upi,bank_error,17,4380.89,1,0
24,33,483.74,0.71,3,17,netbanking,insufficient_funds,2,14389.74,0,0
67,16,419.96,0.58,4,50,upi,insufficient_funds,33,2149.18,3,0
65,39,1829.46,0.52,3,53,card,bank_error,43,1629.0,1,0
37,22,823.08,0.65,1,14,card,network_error,34,2150.75,1,0
44,56,660.85,0.42,1,39,card,card_declined,43,10044.09,0,0
23,43,265.33,0.65,1,55,upi,insufficient_funds,8,3391.42,0,0
44,47,578.7,0.44,3,9,card,card_declined,45,7982.28,0,0
26,13,896.97,0.93,1,63,card,bank_error,38,2502.17,2,1
62,56,374.1,0.75,1,27,card,insufficient_funds,28,3084.71,0,1
48,2,7058.57,0.79,1,35,card,bank_error,9,2029.72,1,0
38,14,429.13,0.57,2,80,card,card_declined,1,7464.85,0,0
43,56,2457.28,0.54,1,60,upi,network_error,30,23040.12,1,1
57,38,1007.91,0.82,2,86,upi,network_error,45,7761.51,2,1
65,41,737.65,0.8,3,30,wallet,card_declined,32,3716.16,0,0
62,28,920.94,0.47,2,39,card,insufficient_funds,31,15938.55,0,0
30,7,1107.48,0.54,2,52,wallet,insufficient_funds,4,4393.11,0,0
66,18,1285.06,0.97,3,58,card,network_error,36,4347.71,1,0
40,56,551.5,0.58,1,65,upi,bank_error,15,11931.31,1,1
37,41,1622.18,0.42,4,76,upi,bank_error,14,8099.52,0,0
54,55,901.88,0.44,1,81,card,insufficient_funds,18,1032.69,0,0
45,36,431.87,0.87,2,89,upi,bank_error,11,5973.87,1,0
34,41,812.83,0.85,2,29,wallet,insufficient_funds,13,3154.67,0,1
45,36,2962.48,0.63,5,58,wallet,bank_error,16,3494.45,0,0
58,44,1278.7,0.49,3,42,upi,expired_card,15,6125.75,0,0
19,4,1100.15,0.7,2,28,upi,bank_error,11,10963.65,2,1
42,57,830.15,0.6,1,83,card,card_declined,11,2664.71,0,0
67,30,877.1,0.62,1,10,card,expired_card,27,10654.91,1,1
58,24,1279.31,0.56,0,11,card,expired_card,4,1416.17,1,0
23,20,910.65,0.44,1,74,upi,card_declined,26,1496.37,2,0
28,46,1507.0,0.87,1,60,card,bank_error,26,8099.02,0,1
55,56,1375.1,0.77,2,30,upi,insufficient_funds,15,4776.28,1,0
23,31,475.76,0.9,2,49,card,bank_error,42,17527.16,1,1
62,24,1586.86,0.7,1,71,upi,bank_error,13,4171.25,1,1
28,7,562.16,0.99,3,69,upi,network_error,22,8785.3,1,0
31,26,546.2,0.98,3,60,upi,insufficient_funds,40,25221.61,2,1
19,13,1077.41,0.56,3,28,netbanking,insufficient_funds,21,9198.68,0,0
57,54,1313.89,0.63,0,20,netbanking,bank_error,11,2996.95,0,0
20,8,1686.56,0.85,2,59,upi,expired_card,2,17629.54,1,0
52,55,242.39,0.87,1,12,card,bank_error,11,20015.09,0,0
50,5,1905.45,0.95,0,5,upi,card_declined,26,4572.02,1,0
41,44,1463.91,0.79,2,30,card,bank_error,41,12361.53,1,1
36,13,659.66,0.69,3,33,upi,bank_error,15,16961.94,0,0
35,29,929.43,0.63,3,10,card,bank_error,13,6782.81,1,0
66,20,1259.75,0.65,1,39,wallet,insufficient_funds,15,4548.08,0,1
69,14,95.31,0.91,5,76,upi,card_declined,38,4430.71,0,0
41,32,456.82,0.99,0,66,card,insufficient_funds,19,4512.85,1,1
62,50,2472.27,0.43,0,60,upi,network_error,44,2236.91,0,0
52,27,719.34,0.75,0,41,netbanking,expired_card,44,2493.86,0,0
18,56,1032.62,0.71,0,69,card,insufficient_funds,11,4067.06,1,0
53,25,1010.65,0.63,3,37,upi,insufficient_funds,12,10599.45,0,1
42,52,1808.51,0.91,3,78,card,network_error,23,20471.02,3,0
62,4,824.97,0.75,2,8,upi,card_declined,1,8080.95,0,1
66,21,875.23,0.59,1,57,card,card_declined,30,5008.04,0,0
60,18,1253.14,0.67,1,67,card,card_declined,39,3014.83,2,1
51,39,1983.57,0.61,3,28,upi,card_declined,23,1586.89,0,0
42,15,2475.41,0.66,1,14,card,insufficient_funds,25,9318.05,1,1
33,53,877.19,0.44,3,11,wallet,network_error,44,7411.84,0,1
51,38,777.73,0.47,2,29,upi,insufficient_funds,21,12555.21,4,0
46,48,989.91,0.77,0,54,card,insufficient_funds,28,5283.97,0,0
36,52,2792.05,0.81,0,76,upi,expired_card,11,3813.91,1,1
40,24,1890.89,0.78,0,9,netbanking,expired_card,24,3856.46,1,1
36,8,783.81,0.86,1,36,wallet,insufficient_funds,12,2813.78,2,1
42,28,354.31,0.97,1,19,card,insufficient_funds,3,1783.3,0,1
33,21,2380.05,0.92,3,7,card,insufficient_funds,33,10437.81,1,1
68,16,2574.67,0.65,2,17,wallet,card_declined,13,5395.23,0,0
26,54,503.89,0.53,4,48,card,card_declined,2,17935.12,0,0
18,16,803.0,0.59,2,51,upi,bank_error,42,6549.14,3,0
59,35,2025.49,0.75,0,87,card,insufficient_funds,44,1375.73,0,0
36,17,1436.64,0.91,2,76,upi,card_declined,16,4666.35,0,0
50,9,271.51,0.82,2,71,wallet,card_declined,20,3308.72,1,0
51,57,497.89,0.73,0,89,upi,bank_error,32,2537.14,4,0
33,35,1647.7,0.76,2,78,upi,insufficient_funds,23,1192.57,1,0
61,52,1305.64,0.72,3,58,card,insufficient_funds,10,1746.25,2,0
57,29,1747.96,0.98,0,89,card,card_declined,23,22271.64,2,0
35,39,1893.91,0.89,0,75,card,network_error,17,2252.63,1,1
51,18,1298.8,0.87,1,75,netbanking,bank_error,8,5482.06,2,1
42,12,1471.83,0.71,1,7,upi,insufficient_funds,4,2783.0,0,0
62,19,736.04,0.6,3,62,card,insufficient_funds,8,1213.89,1,0
23,48,1187.93,0.41,5,67,card,card_declined,23,3946.14,1,1
38,22,1365.7,0.43,0,15,netbanking,insufficient_funds,34,8386.8,1,0
23,59,3619.78,0.42,3,67,card,bank_error,33,3372.32,1,0
49,56,615.72,0.99,0,53,card,card_declined,14,30281.05,1,0
58,49,1820.18,0.47,1,41,upi,insufficient_funds,21,2179.9,0,0
65,52,1011.42,0.49,2,17,card,card_declined,4,5622.61,1,0
60,15,1846.94,0.69,1,57,card,bank_error,26,1322.74,0,0
56,1,1008.02,0.69,0,44,wallet,network_error,18,6166.93,1,0
48,2,2500.34,0.95,2,71,upi,network_error,46,14644.52,0,0
59,8,652.11,0.44,1,75,upi,expired_card,37,7731.86,1,0
27,22,1211.42,0.97,2,64,upi,expired_card,1,666.8,3,0
47,25,1491.53,0.53,1,20,card,insufficient_funds,3,8224.73,1,0
69,2,680.67,0.98,1,1,netbanking,insufficient_funds,27,2722.6,0,0
35,51,1357.3,0.72,1,85,card,bank_error,16,2468.47,0,1
41,9,2219.07,0.79,0,31,wallet,insufficient_funds,36,7662.71,1,1
69,9,1046.3,0.59,0,17,card,card_declined,23,8998.04,2,0
26,13,1854.44,0.77,3,89,wallet,bank_error,32,5452.59,0,1
48,6,684.02,0.83,1,41,upi,card_declined,14,5692.89,0,0
32,30,509.02,0.41,3,76,card,card_declined,39,12212.63,1,0
21,15,1784.39,0.42,1,28,card,expired_card,11,13745.71,4,1
57,51,741.42,0.99,1,49,card,card_declined,3,5185.13,1,0
26,53,339.1,0.67,2,55,card,card_declined,15,10748.53,0,0
62,15,644.08,0.96,1,8,upi,card_declined,8,9093.97,1,1
26,50,2816.65,0.84,0,32,upi,insufficient_funds,26,39458.76,1,1
43,7,2303.5,0.62,0,51,upi,card_declined,20,2306.2,0,1
21,58,500.55,0.49,1,69,card,expired_card,45,17938.97,2,0
34,11,394.19,0.99,2,38,card,bank_error,2,4199.52,1,1
33,40,823.48,0.75,1,77,upi,card_declined,33,34164.0,0,0
32,38,2271.79,0.52,3,19,netbanking,card_declined,17,4494.86,3,1
52,40,956.22,0.81,1,6,card,bank_error,41,8052.22,1,1
69,2,961.81,0.46,0,45,card,card_declined,19,5598.99,0,0
22,51,713.45,0.92,3,70,card,expired_card,39,4228.65,0,1
22,48,906.81,0.45,1,16,card,expired_card,12,1815.44,0,1
37,39,1984.63,0.54,4,54,upi,insufficient_funds,11,4974.42,1,0
32,10,1164.07,0.45,2,82,card,insufficient_funds,21,4418.83,0,0
35,44,952.12,0.46,1,32,netbanking,network_error,44,4033.86,4,1
64,17,1729.32,0.71,3,29,card,bank_error,27,2618.53,3,0
19,7,1152.99,0.81,0,52,card,network_error,23,6318.88,1,1
46,54,2132.74,0.87,1,81,card,expired_card,15,5066.12,0,0
30,40,681.29,0.82,3,69,upi,expired_card,39,7364.58,0,1
21,39,1326.7,0.62,1,29,upi,card_declined,22,7919.67,0,0
59,4,2041.21,0.73,3,3,netbanking,network_error,13,5313.93,2,1
62,35,3253.09,0.96,2,51,card,insufficient_funds,46,22390.71,1,0
27,51,510.02,0.63,2,68,card,bank_error,11,3828.53,1,0
48,47,971.07,0.55,3,44,netbanking,network_error,17,2714.2,1,0
58,36,436.53,0.71,1,25,card,insufficient_funds,15,7213.35,2,1
25,31,556.21,0.58,3,22,netbanking,insufficient_funds,40,6425.53,2,0
20,25,1110.94,0.56,4,42,upi,insufficient_funds,34,12787.6,0,0
65,41,265.37,0.87,1,75,card,insufficient_funds,15,4305.45,1,0
63,13,1470.76,0.93,2,8,card,card_declined,47,2960.61,0,1
26,18,1619.74,0.7,2,44,upi,network_error,13,2846.58,2,0
47,21,1039.52,0.87,1,53,netbanking,card_declined,29,8188.07,1,0
28,48,608.94,0.51,1,86,upi,bank_error,37,6187.82,1,1
52,1,924.5,0.73,1,67,card,insufficient_funds,47,13341.15,0,0
54,36,4825.35,0.78,2,27,upi,expired_card,3,9006.91,1,1
59,50,761.84,0.69,0,11,upi,bank_error,42,3112.6,1,1
30,8,631.75,0.47,1,27,upi,card_declined,10,5002.88,2,0
53,52,217.35,0.84,3,7,card,insufficient_funds,16,2244.36,0,1
30,48,2277.24,0.9,1,75,netbanking,card_declined,40,3886.53,0,0
29,21,460.29,0.78,3,57,card,expired_card,29,1908.26,2,1
54,43,1166.49,0.5,4,89,card,bank_error,18,1716.81,0,0
27,52,4791.87,0.44,0,39,card,insufficient_funds,36,25351.97,2,0
26,53,1420.16,0.58,0,51,netbanking,card_declined,35,3533.82,1,0
69,53,1409.14,0.42,1,80,card,network_error,2,6771.99,0,0
24,21,873.01,0.9,1,21,wallet,insufficient_funds,25,10955.05,0,1
19,27,1366.03,0.82,1,57,upi,insufficient_funds,25,6416.57,0,0
40,19,1156.29,0.74,1,51,upi,insufficient_funds,28,2050.75,0,0
56,23,1600.75,0.93,2,17,upi,insufficient_funds,37,28266.61,0,0
57,51,202.04,0.47,2,31,card,insufficient_funds,43,3517.17,1,0
56,50,1430.32,0.83,1,14,netbanking,card_declined,47,5967.79,0,1
38,51,1485.38,0.49,1,87,wallet,network_error,19,4612.35,0,1
40,43,6523.31,0.44,1,2,card,bank_error,17,5901.56,1,0
46,35,1093.35,0.48,1,26,netbanking,card_declined,22,13771.51,0,1
31,40,1280.68,0.97,2,22,upi,insufficient_funds,18,3762.0,1,1
43,52,1447.26,0.66,0,28,upi,insufficient_funds,26,3503.88,0,1
68,51,1476.09,0.43,0,6,card,bank_error,15,9479.61,2,1
22,42,462.42,0.75,4,19,card,bank_error,29,5078.94,1,0
48,48,1944.73,0.52,1,56,card,insufficient_funds,7,8258.45,2,0
42,5,576.99,0.4,0,21,card,insufficient_funds,18,7679.63,1,0
48,52,1457.76,0.86,2,42,wallet,bank_error,11,3180.79,1,1
67,41,601.01,0.49,2,20,card,network_error,8,3842.28,1,1
37,8,938.5,0.97,1,79,upi,network_error,39,6777.39,3,0
61,11,788.95,0.76,1,44,card,card_declined,40,8154.56,1,0
34,16,921.23,0.45,0,31,upi,expired_card,25,5851.54,1,0
62,39,1034.71,0.53,0,9,card,insufficient_funds,14,14473.92,0,0
19,47,1423.14,0.77,0,50,upi,card_declined,34,4705.0,0,0
42,24,1025.24,0.6,2,81,upi,insufficient_funds,10,5907.85,0,0
30,21,2022.65,0.72,2,83,card,network_error,16,3760.1,0,0
56,52,754.84,0.88,1,32,upi,bank_error,29,5263.91,1,1
45,23,1481.48,0.88,4,74,netbanking,insufficient_funds,6,2760.88,0,0
59,49,612.32,0.82,1,40,card,bank_error,38,1762.35,0,0
23,38,3819.34,0.93,4,52,wallet,expired_card,8,3896.04,2,0
20,47,1485.9,0.52,0,69,upi,insufficient_funds,22,19165.11,1,0
52,8,673.16,0.51,1,77,netbanking,network_error,44,3328.18,3,0
35,7,3692.9,0.88,0,27,netbanking,card_declined,37,5529.88,1,0
28,2,1576.48,0.59,1,2,card,insufficient_funds,44,5287.53,0,0
37,30,674.85,0.71,1,1,upi,insufficient_funds,23,2643.22,1,0
22,13,1000.37,0.85,5,8,upi,insufficient_funds,3,3347.84,0,0
36,23,494.44,0.64,3,10,card,expired_card,45,5683.17,0,0
39,29,494.33,0.48,2,69,wallet,bank_error,26,2461.61,1,0
36,38,2555.21,0.81,0,66,upi,card_declined,41,1994.05,2,1
64,37,584.68,0.89,0,41,card,card_declined,35,3080.89,1,1
33,20,429.96,0.41,4,48,card,network_error,42,3000.56,0,0
41,33,1711.32,0.74,4,81,upi,expired_card,44,1947.71,2,0
58,29,3504.52,0.68,1,48,card,card_declined,38,9988.25,0,0
21,50,2465.38,0.56,1,33,card,insufficient_funds,2,18055.45,0,0
32,15,5452.28,0.5,1,89,wallet,card_declined,20,2934.74,1,0
42,23,5973.65,0.51,1,69,upi,network_error,18,11260.49,1,0
61,42,583.9,0.83,1,51,upi,bank_error,41,8502.52,0,0
52,3,881.85,0.72,0,64,card,insufficient_funds,14,6750.87,1,1
31,37,365.25,0.99,3,82,card,network_error,28,7093.18,1,1
66,56,485.88,0.55,1,23,card,insufficient_funds,30,10728.72,1,1
36,29,2323.19,0.97,1,52,upi,bank_error,44,1164.52,0,1
55,45,1331.15,0.71,2,82,card,network_error,16,4230.93,4,0
53,8,3039.75,0.49,0,75,card,network_error,36,2072.25,0,0
24,22,598.36,0.49,1,43,netbanking,expired_card,47,4792.56,0,0
47,53,746.89,0.77,2,74,netbanking,card_declined,18,4808.44,2,0
36,29,1661.55,0.9,2,10,upi,insufficient_funds,7,2393.83,0,0
66,2,2297.67,0.85,2,73,upi,expired_card,11,23637.09,2,0
42,41,349.16,0.79,0,77,card,expired_card,15,10849.02,2,0
33,49,926.73,0.5,1,87,card,insufficient_funds,46,1464.95,2,1
64,59,1450.32,0.47,4,1,wallet,bank_error,12,11975.31,2,0
57,50,1897.11,0.4,1,16,card,insufficient_funds,25,4801.49,3,0
68,45,2178.71,0.46,3,19,upi,card_declined,2,1809.34,1,0
25,1,1040.87,0.86,0,76,upi,insufficient_funds,11,16467.75,2,1
35,44,461.82,0.94,4,5,upi,bank_error,40,4984.99,0,1
45,20,284.91,0.54,3,55,card,insufficient_funds,33,21231.72,0,0
33,52,965.28,0.88,0,62,upi,bank_error,12,2768.52,2,0
69,21,895.89,0.52,2,5,card,network_error,4,3171.22,0,0
36,37,628.16,0.55,1,7,card,insufficient_funds,41,4266.86,0,0
59,8,2049.12,0.53,2,78,upi,network_error,20,17783.16,1,1
34,27,491.12,0.43,2,33,upi,bank_error,37,4010.16,1,0
62,47,689.94,0.52,0,6,upi,network_error,26,6688.63,1,1
30,59,2481.85,0.62,2,82,upi,insufficient_funds,3,27706.56,1,0
24,35,637.48,0.64,2,6,card,insufficient_funds,43,4766.73,0,0
44,6,1375.0,0.59,4,51,card,insufficient_funds,2,9846.2,1,0
27,45,1089.29,0.71,0,12,card,insufficient_funds,8,1817.33,1,1
51,44,1300.16,0.63,1,75,upi,card_declined,25,1315.12,1,1
53,19,2032.62,0.98,1,4,card,network_error,47,2353.66,0,1
42,18,1377.06,0.88,1,77,card,card_declined,24,12875.18,0,0
23,56,415.47,0.96,1,1,wallet,card_declined,19,1773.86,0,0
41,1,467.7,0.73,1,52,card,card_declined,32,17171.57,0,0
35,25,1348.0,0.81,3,53,card,bank_error,1,1524.64,0,1
40,27,576.16,0.5,1,14,upi,network_error,2,6822.05,0,0
23,7,2140.3,0.85,3,21,card,bank_error,12,5710.34,0,0
46,44,1361.58,0.54,1,31,card,card_declined,43,1605.37,0,1
42,42,329.96,0.49,4,41,netbanking,insufficient_funds,41,3364.08,0,0
34,29,4114.85,0.43,1,57,wallet,bank_error,34,3949.34,0,0
63,31,848.64,0.68,2,7,card,expired_card,38,2897.03,2,0
41,44,947.19,0.57,3,61,card,card_declined,46,1497.61,1,1
28,43,1474.07,0.99,3,15,upi,network_error,26,10517.93,0,1
43,36,1032.1,0.55,3,9,card,insufficient_funds,20,1370.63,1,0
68,19,2149.84,0.92,0,60,card,insufficient_funds,14,1991.76,0,1
51,6,537.75,0.59,1,56,card,bank_error,37,3238.05,1,0
45,25,2447.81,0.85,0,88,card,bank_error,43,5582.12,1,0
20,31,1766.4,0.8,2,15,netbanking,card_declined,8,9570.53,0,0
28,9,637.73,0.74,0,85,card,network_error,5,2796.6,0,0
55,20,1307.88,0.65,1,88,card,expired_card,43,1979.52,1,0
31,10,2561.96,0.8,1,7,upi,expired_card,20,2134.75,1,1
68,37,1579.86,0.64,2,24,card,card_declined,7,5749.22,0,1
43,27,1215.82,0.73,4,57,upi,network_error,5,1896.58,1,0
65,13,1695.47,0.75,1,87,card,network_error,47,3458.18,1,0
38,41,1798.39,0.56,0,64,upi,insufficient_funds,41,2315.53,1,0
56,2,769.67,0.6,1,25,upi,network_error,23,1005.85,0,1
47,50,1223.82,0.41,1,72,card,card_declined,23,3560.54,3,0
25,21,1986.37,0.91,2,34,card,card_declined,23,5083.25,4,1
68,33,1203.57,0.85,2,54,upi,insufficient_funds,17,7677.32,0,0
37,24,663.65,0.51,0,86,upi,network_error,41,6056.77,1,0
65,53,1334.2,0.62,1,34,card,insufficient_funds,19,2985.58,0,0
49,44,834.37,0.65,2,28,wallet,bank_error,29,3831.05,2,1
39,42,1648.39,0.6,2,1,netbanking,insufficient_funds,4,4320.01,0,0
24,34,2977.47,0.88,4,37,card,expired_card,5,9965.17,2,0
26,9,1761.66,0.84,1,30,upi,bank_error,10,10423.77,0,1
62,2,616.11,0.86,2,25,card,bank_error,14,17000.91,1,0
18,55,1354.49,0.94,1,60,card,card_declined,37,4754.84,0,0
46,56,180.22,0.76,1,2,card,insufficient_funds,42,12508.87,0,1
25,30,1022.75,0.77,2,28,upi,network_error,35,4319.35,0,1
21,22,2117.81,0.83,2,48,card,insufficient_funds,4,5206.13,1,0
52,46,1453.23,0.81,0,28,upi,insufficient_funds,6,3124.88,1,0
20,11,1184.47,0.92,2,87,upi,bank_error,47,6984.61,2,0
62,55,4870.1,0.86,2,24,upi,insufficient_funds,11,1422.47,0,1
57,43,332.49,0.47,1,72,netbanking,card_declined,23,11836.59,0,0
24,17,388.95,0.96,0,18,upi,expired_card,20,5733.35,1,0
44,36,1536.81,0.81,2,20,card,insufficient_funds,18,7199.02,1,1
18,13,2056.3,0.48,1,68,wallet,bank_error,14,5919.23,0,0
44,7,2115.81,0.86,3,8,card,card_declined,1,13357.36,0,0
33,16,734.4,0.62,1,56,upi,card_declined,41,7039.47,1,0
55,33,607.36,0.88,2,61,upi,insufficient_funds,38,1961.33,1,0
24,45,547.86,0.97,3,39,card,network_error,23,2343.16,0,0
61,1,1374.13,0.55,3,84,card,card_declined,31,4633.16,2,0
40,11,551.01,0.91,2,18,card,bank_error,14,2401.88,2,1
58,6,2392.83,0.86,1,59,card,network_error,7,2139.89,1,1
28,20,1079.96,0.8,0,18,netbanking,expired_card,6,2788.62,0,1
59,35,670.08,0.63,2,83,upi,insufficient_funds,23,5410.72,1,0
50,44,671.99,0.47,4,42,card,expired_card,40,12334.46,3,0
67,37,375.28,0.69,2,53,upi,network_error,13,13028.4,1,1
53,41,628.97,0.46,3,33,netbanking,card_declined,22,8155.4,0,0
54,26,744.75,0.7,1,21,wallet,expired_card,18,3798.94,2,1
58,58,1459.22,0.89,1,71,card,bank_error,33,4584.43,0,1
34,12,1023.07,1.0,1,60,upi,insufficient_funds,11,5210.46,2,1
52,30,600.76,0.52,2,14,wallet,expired_card,7,2899.71,1,0
65,28,465.14,0.52,0,33,upi,bank_error,40,6668.83,1,0
22,27,929.0,0.89,1,4,wallet,card_declined,44,8381.26,2,1
65,42,260.58,0.68,1,43,wallet,card_declined,46,3171.05,1,1
49,19,877.87,0.95,0,2,upi,expired_card,29,575.52,0,1
20,5,2394.4,0.86,2,40,netbanking,bank_error,1,1656.21,0,0
69,58,953.13,0.84,3,50,card,bank_error,39,8414.42,0,0
64,5,1226.02,0.46,2,63,wallet,insufficient_funds,25,1598.58,1,0
52,41,1126.27,0.42,0,49,upi,bank_error,34,6450.05,4,0
69,27,415.86,0.59,1,64,upi,network_error,26,3539.86,0,1
31,28,3752.75,0.53,2,50,netbanking,card_declined,44,12887.11,0,0
65,26,824.44,0.83,0,10,netbanking,bank_error,15,5394.44,0,1
48,27,1094.07,0.67,2,85,upi,bank_error,29,1093.23,1,0
48,52,693.02,0.71,2,23,card,card_declined,25,4718.49,0,1
34,49,2432.43,0.89,3,37,upi,card_declined,6,4790.15,1,1
41,42,395.02,0.69,1,72,netbanking,card_declined,27,4264.63,1,0
69,21,2728.78,0.73,1,10,upi,card_declined,4,2341.78,2,0
40,1,886.24,0.91,0,25,wallet,network_error,4,6493.56,0,0
35,54,754.86,0.66,1,33,netbanking,bank_error,44,3968.83,1,1
67,28,706.68,0.45,2,17,upi,insufficient_funds,43,8686.07,1,1
31,48,3889.57,0.71,4,24,card,bank_error,42,4383.89,2,0
67,58,356.61,0.75,1,49,card,card_declined,37,5718.9,1,0
32,58,754.17,0.71,1,30,upi,insufficient_funds,28,3709.25,1,0
32,15,444.28,0.55,0,65,card,insufficient_funds,36,3645.96,1,1
23,55,308.35,0.53,3,81,upi,card_declined,21,7131.88,2,0
44,17,2734.49,0.62,0,28,upi,network_error,3,6546.08,0,0
32,26,1076.0,0.5,2,13,card,insufficient_funds,17,3982.26,0,0
67,20,486.58,0.8,1,57,card,network_error,31,3228.24,0,1
53,25,1959.34,0.77,1,60,netbanking,card_declined,25,8166.25,0,1
25,13,828.42,0.78,0,10,upi,bank_error,34,1999.65,1,0
32,33,697.43,0.53,1,65,card,insufficient_funds,47,4201.64,0,0
20,25,1640.52,0.55,2,84,upi,expired_card,24,2337.89,1,0
